Course,Name,City,State,Rank,Type,Website,passion_interest
4. B.Com,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,Private,https://www.shooliniuniversity.com/,"* Finance
* Accounting
* Economics
* Statistics
* Taxation"
5. BCA,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,Private,https://www.shooliniuniversity.com/,"* Programming
* Computers
* Software
* Technology
* Internet"
6. BA Mass Communication,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,Private,https://www.shooliniuniversity.com/,"* Storytelling
* Media
* Writing
* Public relations
* Journalism"
7. BA Multimedia Animation,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,Private,https://www.shooliniuniversity.com/,"* Creativity
* Storytelling
* Technology
* Art
* Animation"
8. BA Social Work,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,Private,https://www.shooliniuniversity.com/,"* Helping others
* Social justice
* Community development
* Mental health
* Education"
9. B.Com Honors,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,Private,https://www.shooliniuniversity.com/,"* Accounting
* Finance
* Economics
* Taxation
* Audit"
10. BCA Lateral Entry,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,Private,https://www.shooliniuniversity.com/,"* Programming
* Technology
* Software Development
* Web Design
* Databases"
11. B.Sc Microbiology,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,Private,https://www.shooliniuniversity.com/,"* Bacteria
* Fungi
* Parasites
* Viruses
* Immunology"
12. B.Sc Computer Science,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,Private,https://www.shooliniuniversity.com/,"* Programming
* Technology
* Software development
* Problem-solving
* Innovation"
13. B.Sc Chemistry,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,Private,https://www.shooliniuniversity.com/,"* Research
* Medicine
* Teaching
* Industry
* Environment"
14. B.Sc Mathematics,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,Private,https://www.shooliniuniversity.com/,"* Number theory
* Geometry
* Algebra
* Calculus
* Statistics"
15. B.Sc Physics,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,Private,https://www.shooliniuniversity.com/,"* Fundamental understanding of the universe
* Scientific inquiry
* Problem-solving
* Mathematics
* Technology"
1. Bachelor of Pharmacy (B.Pharm),Noida Institute of Engineering and Technology (Pharmacy Institute),Greater Noida,Uttar Pradesh,42,Private,https://www.niecnoidagb.com/pharmacy/,"* Chemistry
* Biology
* Healthcare
* Research
* Innovation"
1. Bachelor of Arts (B.A.),Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh,43,State,https://www.ggu.ac.in/,"* Literature
* History
* Philosophy
* Sociology
* Political Science"
2. Bachelor of Science (B.Sc.),Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh,43,State,https://www.ggu.ac.in/,"* Biology
* Chemistry
* Physics
* Mathematics
* Computer Science"
3. Bachelor of Commerce (B.Com.),Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh,43,State,https://www.ggu.ac.in/,"* Accounting
* Finance
* Marketing
* Management
* Economics"
4. Bachelor of Business Administration (B.B.A.),Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh,43,State,https://www.ggu.ac.in/,"* Finance
* Accounting
* Marketing
* Management
* Human Resources"
5. Bachelor of Computer Applications (BCA),Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh,43,State,https://www.ggu.ac.in/,"* Software Development
* Web Design
* Data Analysis
* Cloud Computing
* Artificial Intelligence"
6. Bachelor of Library and Information Science (BLIS),Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh,43,State,https://www.ggu.ac.in/,"* Books
* Reading
* Research
* Information
* Technology"
7. Bachelor of Social Work (BSW),Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh,43,State,https://www.ggu.ac.in/,"* Helping others
* Social justice
* Advocacy
* Community development
* Mental health"
8. Bachelor of Education (B.Ed.),Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh,43,State,https://www.ggu.ac.in/,"* Teaching
* Education
* Children
* Curriculum
* Development"
9. Bachelor of Pharmacy (B.Pharm.),Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh,43,State,https://www.ggu.ac.in/,"* Research
* Medicines
* Healthcare
* Chemistry
* Biology"
10. Bachelor of Laws (LL.B.),Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh,43,State,https://www.ggu.ac.in/,"* Justice
* Advocacy
* Law Enforcement
* Corporate Law
* Politics"
1. B.Pharm (Bachelor of Pharmacy),National Institute Of Pharmaceutical Education And Research Hajipur,Hajipur,Bihar,44,Central,https://niperhajipur.ac.in/,"* Chemistry
* Biology
* Healthcare
* Research
* Innovation"
2. B.Sc (Bachelor of Science) in Biotechnology,National Institute Of Pharmaceutical Education And Research Hajipur,Hajipur,Bihar,44,Central,https://niperhajipur.ac.in/,"- *Biotechnology*
- *Research*
- *Medicine*
- *Agriculture*
- *Environment*"
3. B.Sc (Bachelor of Science) in Biostatistics,National Institute Of Pharmaceutical Education And Research Hajipur,Hajipur,Bihar,44,Central,https://niperhajipur.ac.in/,"* Healthcare
* Data analysis
* Statistics
* Bioinformatics
* Research"
4. B.Sc (Bachelor of Science) in Bioinformatics,National Institute Of Pharmaceutical Education And Research Hajipur,Hajipur,Bihar,44,Central,https://niperhajipur.ac.in/,"* Biology
* Computer Science
* Data Analysis
* Genetics
* Medicine"
5. B.Sc (Bachelor of Science) in Microbiology,National Institute Of Pharmaceutical Education And Research Hajipur,Hajipur,Bihar,44,Central,https://niperhajipur.ac.in/,"* Cell Biology
* Epidemiology
* Immunology
* Genetics
* Molecular Biology"
6. B.Sc (Bachelor of Science) in Pharmaceutics,National Institute Of Pharmaceutical Education And Research Hajipur,Hajipur,Bihar,44,Central,https://niperhajipur.ac.in/,"* Research
* Drug Development
* Manufacturing
* Quality Control
* Regulatory Affairs"
1. Bachelor of Pharmacy (B.Pharm),Dr. D Y Patil Institute of Pharmaceutical Sciences and Research,Pune,Maharashtra,45,Private,https://www.dypipune.ac.in/,"* Pharmacy
* Science
* Healthcare
* Chemistry
* Research"
2. Bachelor of Science in Pharmaceutical Chemistry (B.Sc. in Pharmaceutical Chemistry),Dr. D Y Patil Institute of Pharmaceutical Sciences and Research,Pune,Maharashtra,45,Private,https://www.dypipune.ac.in/,"* Pharmacy
* Chemistry
* Biology
* Healthcare
* Research"
3. Bachelor of Science in Pharmacology (B.Sc. in Pharmacology),Dr. D Y Patil Institute of Pharmaceutical Sciences and Research,Pune,Maharashtra,45,Private,https://www.dypipune.ac.in/,"* Biomedical research
* Drug development
* Healthcare
* Medicine
* Pharmacy"
4. Bachelor of Science in Biotechnology (B.Sc. in Biotechnology),Dr. D Y Patil Institute of Pharmaceutical Sciences and Research,Pune,Maharashtra,45,Private,https://www.dypipune.ac.in/,"* Science
* Research
* Medicine
* Technology
* Engineering"
5. Bachelor of Science in Microbiology (B.Sc. in Microbiology),Dr. D Y Patil Institute of Pharmaceutical Sciences and Research,Pune,Maharashtra,45,Private,https://www.dypipune.ac.in/,"* Microbes
* Medicine
* Health
* Research
* Biotechnology"
6. Bachelor of Science in Biomedical Science (B.Sc. in Biomedical Science),Dr. D Y Patil Institute of Pharmaceutical Sciences and Research,Pune,Maharashtra,45,Private,https://www.dypipune.ac.in/,"* Medicine
* Biology
* Physiology
* Anatomy
* Chemistry"
1. B.Pharm,N. G. S. M. Institute of Pharmaceutical Sciences,Mangaluru,Karnataka,46,Private,http://www.ngsmipspdm.org/,"* Chemistry
* Biology
* Healthcare
* Research
* Pharmaceuticals"
2. Pharm. D,N. G. S. M. Institute of Pharmaceutical Sciences,Mangaluru,Karnataka,46,Private,http://www.ngsmipspdm.org/,"* Pharmacy
* Healthcare
* Chemistry
* Biology
* Research"
1. B.E. (Civil Engineering),VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,Private,https://www.velsuniv.ac.in/,"* Physics
* Mathematics
* Design
* Technology
* Innovation"
2. B.E. (Computer Science and Engineering),VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,Private,https://www.velsuniv.ac.in/,"* Design
* Technology
* Innovation
* Problem-solving
* Analytics"
3. B.E. (Electrical and Electronics Engineering),VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,Private,https://www.velsuniv.ac.in/,"* Physics
* Mathematics
* Engineering
* Design
* Problem-solving"
4. B.E. (Electronics and Communication Engineering),VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,Private,https://www.velsuniv.ac.in/,"* Mechanical
* Civil
* Electrical
* Computer Science
* Chemical"
5. B.E. (Information Technology),VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,Private,https://www.velsuniv.ac.in/,"* Engineering
* Technology
* Innovation
* Problem-Solving
* Research"
6. B.E. (Mechanical Engineering),VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,Private,https://www.velsuniv.ac.in/,"* Mechanical
* Robotics
* Electronics
* Civil
* Computer Science"
7. B.Tech. (Artificial Intelligence and Machine Learning),VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,Private,https://www.velsuniv.ac.in/,"* Engineering
* Technology
* Innovation
* Problem-solving
* Research"
8. B.Tech. (Computer Science and Data Engineering),VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,Private,https://www.velsuniv.ac.in/,"* Technology
* Engineering
* Innovation
* Problem-solving
* Design"
9. B.Tech. (Cyber Security),VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,Private,https://www.velsuniv.ac.in/,"* Innovation
* Technology
* Problem-solving
* Career opportunities
* Specialization"
10. B.Tech. (Data Science),VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,Private,https://www.velsuniv.ac.in/,"* STEM
* Mathematics
* Engineering
* Physics
* Technology"
11. B.Tech. (Digital Media Technologies),VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,Private,https://www.velsuniv.ac.in/,"* Engineering
* Technology
* Problem-solving
* Innovation
* Design"
18. B.Sc. (Mathematics),VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,Private,https://www.velsuniv.ac.in/,"* Biology
* Chemistry
* Physics
* Geology
* Zoology"
20. B.B.A.,VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,Private,https://www.velsuniv.ac.in/,"* Finance
* Marketing
* Accounting
* Management
* Entrepreneurship"
21. B.Com.,VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,Private,https://www.velsuniv.ac.in/,"* Business
* Finance
* Accounting
* Taxation
* Auditing"
23. B.Sc. (Interior Design),VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,Private,https://www.velsuniv.ac.in/,"* Biology
* Chemistry
* Physics
* Mathematics
* Statistics"
1. Bachelor of Technology (B.Tech) in Civil Engineering,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,48,Private,https://gitam.edu/,"* Design
* Construction
* Infrastructure
* Sustainability
* Research"
2. Bachelor of Technology (B.Tech) in Computer Science and Engineering,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,48,Private,https://gitam.edu/,"* Programming
* Software Development
* Data Analytics
* Machine Learning
* Artificial Intelligence"
3. Bachelor of Technology (B.Tech) in Electrical and Electronics Engineering,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,48,Private,https://gitam.edu/,"* Electronics
* Circuits
* Power Systems
* Robotics
* Automation"
4. Bachelor of Technology (B.Tech) in Electronics and Communication Engineering,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,48,Private,https://gitam.edu/,"* Electronics
* Communication
* Technology
* Engineering
* Innovation"
5. Bachelor of Technology (B.Tech) in Information Technology,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,48,Private,https://gitam.edu/,"* Innovation
* Technology
* Problem-solving
* Data analysis
* Software development"
6. Bachelor of Technology (B.Tech) in Mechanical Engineering,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,48,Private,https://gitam.edu/,"* Designing
* Building
* Troubleshooting
* Fabrication
* Simulation"
7. Bachelor of Architecture (B.Arch),Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,48,Private,https://gitam.edu/,"* Design
* Creativity
* Engineering
* Construction
* Sustainability"
8. Bachelor of Business Administration (BBA),Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,48,Private,https://gitam.edu/,"* Business
* Finance
* Management
* Marketing
* Entrepreneurship"
9. Bachelor of Commerce (B.Com),Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,48,Private,https://gitam.edu/,"* Accounting
* Finance
* Economics
* Marketing
* Management"
10. Bachelor of Computer Applications (BCA),Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,48,Private,https://gitam.edu/,"* Programming
* Web Development
* Database Management
* Software Testing
* Cloud Computing"
1. B.A. (Hons.) Public Administration,"Guru lambheshwar University of Science and Technology, Hissar",Hisar,Haryana,49,State,https://glsuniversity.ac.in/,"* History
* Literature
* Philosophy
* Languages
* Politics"
3. B.Com. (Hons.),"Guru lambheshwar University of Science and Technology, Hissar",Hisar,Haryana,49,State,https://glsuniversity.ac.in/,"* Finance
* Accounting
* Taxation
* Marketing
* Management"
4. B.Sc. (Hons.) Agricultural Sciences,"Guru lambheshwar University of Science and Technology, Hissar",Hisar,Haryana,49,State,https://glsuniversity.ac.in/,"* Biology
* Chemistry
* Physics
* Mathematics
* Statistics"
8. B.Sc. (Hons.) Biology,"Guru lambheshwar University of Science and Technology, Hissar",Hisar,Haryana,49,State,https://glsuniversity.ac.in/,"* Biology
* Chemistry
* Physics
* Mathematics
* Zoology"
10. B.Sc. (Hons.) Chemistry,"Guru lambheshwar University of Science and Technology, Hissar",Hisar,Haryana,49,State,https://glsuniversity.ac.in/,"* Biology
* Chemistry
* Physics
* Mathematics
* Environmental Science"
11. B.Sc. (Hons.) Computer Science,"Guru lambheshwar University of Science and Technology, Hissar",Hisar,Haryana,49,State,https://glsuniversity.ac.in/,"* Botany
* Zoology
* Chemistry
* Physics
* Mathematics"
13. B.Sc. (Hons.) Environmental Science,"Guru lambheshwar University of Science and Technology, Hissar",Hisar,Haryana,49,State,https://glsuniversity.ac.in/,"* Physics
* Mathematics
* Chemistry
* Biology
* Environmental Science"
16. B.Sc. (Hons.) Information Technology,"Guru lambheshwar University of Science and Technology, Hissar",Hisar,Haryana,49,State,https://glsuniversity.ac.in/,"* Biology
* Chemistry
* Physics
* Mathematics
* Microbiology"
18. B.Sc. (Hons.) Microelectronics,"Guru lambheshwar University of Science and Technology, Hissar",Hisar,Haryana,49,State,https://glsuniversity.ac.in/,"* Botany
* Chemistry
* Zoology
* Physics
* Maths"
